participant_id,status,mean,std,min,max,split
371,ok,503.4272497424243,239.2971446473967,-3.5057756982014916,811.7701931568943,train
372,ok,531.8718711756668,237.2732547593555,-9.528360049321824,791.7774734014442,train
374,ok,567.5496533174659,259.58610101787644,-1.5235432683596075,873.8725746938986,train
375,ok,518.6230725927751,242.04800231503,-12.626046361880231,830.4015596157974,train
376,ok,545.3495855568369,251.7855560209166,-1.9333160015598596,865.434661055505,train
379,ok,514.6927925055355,241.55764907767937,-3.0272409778812572,813.1003316480958,train
380,ok,451.0300462464579,240.50477125589663,-10.881774568139823,790.2563458441404,train
383,ok,557.0958672886375,260.5747361480754,-2.905877197253737,874.9326758533379,train
385,ok,466.88674182089215,260.95474763536254,-2.4482630041638185,853.4090321297618,train
386,ok,563.3463155566493,253.41473361006024,-1.6356581689915024,865.7550188231522,train
391,ok,540.1184807017914,250.23518596016908,-7.39735358980642,837.7741217838766,train
392,ok,519.21544902439,230.3982989624934,-3.9667022520461592,766.0554857912663,train
393,ok,532.5742036262634,246.70470941860725,-12.767509521794329,859.7493477041896,train
397,ok,518.2625645890708,249.39068849930612,-3.8504842826672263,866.4315250882898,train
400,ok,536.722567576601,253.52637995626267,-5.452213208084259,856.5195385354399,train
401,ok,467.08410570982034,234.41762043871486,-1.173368537481714,788.3095939272844,train
402,ok,479.27698845442626,232.0784676234773,-5.327093083723349,801.3303299731988,train
409,ok,479.970985890434,249.29841180434545,-3.6027313230451345,833.236244921547,train
412,ok,544.3607096171579,288.7215066185848,-1.7837333229608308,952.981100898518,train
414,ok,526.1223547550495,254.64577374565255,-1.1530204523906271,871.4366271502098,train
415,ok,466.6192943965822,240.40754045437447,-3.20023054262904,797.5312019809587,train
416,ok,514.6130364719529,264.6532115768228,-3.2139969973438043,885.6551194133272,train
419,ok,508.9687556282288,247.91766805098055,-2.8764573908565962,835.2642195005333,train
423,ok,564.5645642470242,264.00003056497883,-1.503012249815918,887.6731234353035,train
425,ok,551.7445677273803,265.8128633072804,-1.1899030135088327,895.971163809029,train
426,ok,519.5465777475931,269.4347278331471,-2.8259414877061935,899.9687695689388,train
427,ok,558.0565995460954,259.9936358731063,-1.3505773495450026,875.2617205398792,train
428,ok,482.109577651602,248.32238480399056,-9.316703744024235,837.9634068253893,train
429,ok,494.52403865103213,255.15221384428568,-0.9961010930864026,844.2210802757085,train
430,ok,555.1376352940263,288.0288970831525,-1.8257409037558685,981.8783971904343,train
433,ok,511.7853487070162,284.5972839423512,-1.9229681978798587,892.3657292039077,train
434,ok,521.9611905624571,282.3520810360894,-17.206480288910775,911.7123586887894,train
437,ok,543.4123523018695,298.7873431154315,-4.28453721505081,961.292402675874,train
441,ok,547.7526680591121,247.9294341765779,-18.913180741910022,869.8115272296764,train
443,ok,541.5967363942694,270.69050117154194,-3.5418726235741445,893.5760654467682,train
444,ok,546.4931898349284,277.12813646363026,-3.550525218099041,923.9207270646284,train
445,ok,529.9802954278169,269.6997951604819,-1.6500234852043212,897.5087903710662,train
446,ok,559.2678353398171,280.14254216623067,-9.443632114838925,940.9725242196628,train
447,ok,540.8952407942743,276.65044083046024,-0.9430719219829338,915.7071234863877,train
448,ok,534.3254031317913,261.17543736871926,-3.290794174223688,884.6973158560045,train
449,ok,629.1513811418349,299.95348975211084,-1.2875408668630435,1003.7498899103357,train
454,ok,518.6955053448135,246.01417857566494,-5.58957141672884,834.6974424687061,train
455,ok,551.4063615849585,254.6398868777485,-1.4281018168895208,874.9950007107636,train
456,ok,552.582065703378,280.44462710574555,-2.879101378138569,926.9103085897679,train
457,ok,500.8856181986249,291.6850153241077,-0.5312597416092273,917.2206006373177,train
459,ok,506.4855610316748,279.2968669068638,-0.48191700280303545,887.1624984617488,train
463,ok,597.7046607043706,278.60863417300976,-0.6263029673709014,943.615795838492,train
464,ok,527.3910518787452,253.24450607666918,-0.8367222033321999,853.3526094525671,train
468,ok,559.7505583829316,301.61541294368027,-3.6734650445145958,959.2783899904233,train
471,ok,495.16762584565004,306.4716191096825,-0.8028263344719041,941.9938056057866,train
473,ok,571.3839688965237,267.40111774987366,-2.632,889.2223261875,train
474,ok,562.1637657981623,287.2629218001591,-2.1720940263101145,956.0128993242758,train
475,ok,601.4669255194575,279.37923885130016,-0.3559062269398876,927.1693840040871,train
478,ok,595.707128013175,285.404094081983,-4.362979314273507,944.1862916295796,train
479,ok,589.6622425238072,287.0454532546663,-2.189484090659441,961.521105488631,train
485,ok,541.8176522904661,274.05190373685207,-2.714301515319102,928.4611275301404,train
486,ok,581.5615808347685,297.4785036717756,-6.182737397420867,964.1060611567019,train
487,ok,556.8626142186687,265.2867791229851,-1.6244220123738196,889.4827498209053,train
488,ok,616.1589598859312,276.8974154897889,-15.217371652416286,920.080571019624,train
491,ok,640.8463155143779,288.35395102806683,-11.657593285698082,973.3017910475975,train
302,ok,517.3528561308232,247.86930037296253,-8.552915000644912,871.902280117374,dev
307,ok,514.9647630513388,223.6537430009898,-11.196491511286894,724.5597475717707,dev
331,ok,390.19359153695734,176.1035070261362,-2.1990675442720575,604.9358859112992,dev
335,ok,548.9126993441366,288.27916788445833,-2.420046582603807,938.5741839812063,dev
346,ok,582.0436475256041,266.2322730239693,-5.8793649061545175,918.8809196311655,dev
367,ok,480.63974284084196,229.2198609965812,-3.0369359830591303,790.3116132227362,dev
377,ok,588.7683192019555,268.8901967623911,-6.378509949562119,912.8678354871898,dev
381,ok,573.5866029507217,265.5510562293905,-1.325755025856002,920.115750619626,dev
382,ok,460.53419164297264,251.49421125546158,-0.40767550954383697,819.4665647848593,dev
388,ok,625.1824567162664,278.8988200464357,-12.85061159013435,923.6828885903349,dev
389,ok,509.9149265531329,247.26126402339904,-21.506696506626568,824.0356767143408,dev
390,ok,534.7373024069141,256.874948247595,-1.4095275532516032,868.038644547085,dev
395,ok,552.5739795083388,246.32501297937966,-7.043781392908014,825.5762085238773,dev
403,ok,496.6801093511898,238.19389108662787,-2.487518355359765,810.6248900610558,dev
404,ok,495.6740634397428,232.95332151192352,-6.45221108490566,803.0065260613208,dev
406,ok,492.5718234821844,252.20589642091653,-3.3039804211304027,829.6103268378278,dev
413,ok,485.8789228925505,244.9047334572959,-2.4100180565772753,813.9986856149268,dev
417,ok,535.4835459333339,261.1240652066705,-4.065250094020309,873.9429079729222,dev
418,ok,570.5546932267987,249.98875886231966,-25.882741738066095,801.1101887392902,dev
420,ok,376.4520783832083,170.80962625900975,-2.05039637599094,583.7827427331068,dev
422,ok,554.3759388003812,258.7691369103318,-5.933414920452559,869.1230388371338,dev
436,ok,534.2072012038661,257.95866975641724,-1.4409555652468866,887.8761353878956,dev
439,ok,539.9164445511338,246.67070038513924,-8.223969279468617,852.9879467839444,dev
440,ok,492.18096028709095,250.64775502913525,-8.715928911516523,846.8552146325367,dev
451,ok,532.1857340306129,254.6766619285309,-4.182784540304033,855.0166271947046,dev
458,ok,509.1159047185105,260.94779061207413,-0.7368919772583702,849.4991922510001,dev
472,ok,548.625442557817,287.7226817994807,-2.588328657906393,929.9755769968996,dev
476,ok,590.8776173823123,287.7072452629441,-10.01582261155215,961.8828698056391,dev
477,ok,588.1061750160226,296.5764678343835,-2.1848638226078574,974.3552053239068,dev
482,ok,528.6869372572128,258.4547204053329,-0.6987242394504416,886.0746538436376,dev
483,ok,556.4895596432909,265.63127387222914,-10.288102635639254,890.5939872762243,dev
484,ok,570.1608690322098,279.652169827627,-1.2595432627913206,921.6226096972944,dev
489,ok,554.2277943203052,295.99937448417194,-0.8949907762168299,958.9507472683412,dev
490,ok,562.0244095295226,286.22130232411087,-0.3225168756027001,940.2874982642236,dev
492,ok,599.1940166109778,272.5600467689474,-1.564931506849315,924.7196585936073,dev
300,ok,530.2301715351716,235.76986849681668,-2.4167437557816838,795.6245036488848,test
301,ok,509.6254672381386,234.25204327436293,-1.5937057562396344,784.9285236034142,test
306,ok,556.4190701551532,239.44889185506807,-1.6721566190180237,763.351123018956,test
308,ok,511.9796971156837,228.24986875299268,-12.109215934846913,757.5005015174215,test
309,ok,511.33974050208855,270.83593405836706,-8.138656444299004,885.6692322472067,test
311,ok,473.49053695517887,224.4377467768786,-2.0663586728265435,771.435271146577,test
314,ok,557.539287750301,270.465729452963,-1.4188978729759136,938.249655195955,test
323,ok,374.83526739197794,173.5664123923816,-14.571644763042613,613.6333389884509,test
329,ok,376.4520783832083,170.80962625900975,-2.05039637599094,583.7827427331068,test
332,ok,433.62332250704213,192.99614799888113,-4.270588683849321,644.6751034772,test
334,ok,522.762832628194,255.699216560753,-1.7680272108843538,859.4930320408163,test
337,ok,499.001507927166,266.30479050010166,-0.5930313340577515,885.6466420898873,test
349,ok,540.1960742617628,280.8564063479638,-9.547273773952137,934.8077959099755,test
354,ok,526.0623314850288,268.6657868466593,-0.7840633306367734,915.737974344158,test
359,ok,517.3528561308232,247.86930037296253,-8.552915000644912,871.902280117374,test
361,ok,441.7548148130455,223.52283251991008,-1.910332294911734,768.0084695223261,test
365,ok,543.980613571918,263.1189936935722,-1.899771552242395,885.5664151256461,test
373,ok,529.7028405091766,269.62327062944223,-4.58412163052357,903.8351301414982,test
378,ok,536.7398753893953,247.6003667445365,-1.4370039682539681,844.963892208486,test
384,ok,539.8544729040598,256.0624301232175,-5.188381114580377,866.825408174851,test
387,ok,467.7880100094062,267.32104092270055,-4.492921919929219,852.1503644658261,test
396,ok,485.280292126703,239.9697926095051,-3.3011574766155554,829.0607947881338,test
399,ok,529.7521875910477,259.714151602835,-3.1161565707020253,853.1193637271818,test
405,ok,519.7886192325499,255.3811243127558,-4.019848430169614,861.5274718194748,test
407,ok,485.87414408230313,237.18859045704423,-2.9480771789753826,810.3480452162343,test
408,ok,548.9047072600827,249.4720313307187,-3.086231782837454,840.1143400381804,test
410,ok,573.9141207407938,267.66508451393037,-1.3147006353478765,921.2098820694189,test
411,ok,525.003550850194,245.03299261406218,-1.6070326809987467,820.0378888460426,test
421,ok,521.7155442859696,262.13540279212174,-1.1628036638789327,870.2037890481879,test
424,ok,563.0315623669692,261.9845060268624,-16.417552774379725,863.3633060443524,test
431,ok,540.5123139497845,242.6381425238701,-4.971061992885407,811.5775295975059,test
432,ok,579.8655734960992,265.95816669961545,-24.976388048007408,906.8684376302364,test
435,ok,581.4647882322154,262.2175295955413,-5.086779184247539,890.7479519831222,test
438,ok,561.6596432917904,264.91077256175936,-1.5561875014568425,894.2264819468078,test
442,ok,522.698902660986,288.53104707482544,-2.006841625149112,918.7827212476317,test
450,ok,528.3240096570094,255.27279147423218,-12.828445211208699,871.7421499634045,test
452,ok,519.8254685377968,250.18150909385605,-3.9166947849885654,852.2135133280844,test
453,ok,534.1706901913848,294.5902086374084,-4.29674836126449,962.7894536794859,test
461,ok,539.4070412783692,290.7076577250819,-2.858113156286083,951.4526587991578,test
462,ok,607.1581622557445,285.63184751279374,-12.99060513954131,939.7965105692181,test
465,ok,600.3205058086857,316.45555978888217,-5.445981951009884,1036.4380043546769,test
466,ok,616.088666040755,272.06252459566775,-12.018639487626869,913.3415680149797,test
467,ok,531.9324878410753,277.2388710686219,-18.082263749418104,903.1166675866197,test
469,ok,618.4746052271157,286.25797843896765,-19.183289446433328,940.4895365839226,test
470,ok,629.4922449989468,303.6656469637742,-2.3047240248412533,1001.7566832391319,test
480,ok,511.2621040582271,254.8979788026412,-17.741432422025415,865.4046826338083,test
481,ok,569.49005475861,270.88137016242865,-4.632976023409274,918.0166886626258,test
